2024-05-30 15:15:48,4095.0
2024-05-30 15:15:49,4095.0
2024-05-30 15:31:37,4095.0
2024-05-31 11:18:28,4095.0
2024-05-31 11:18:32,4095.0
2024-05-31 11:19:24,4095.0
2024-05-31 11:19:35,4095.0
2024-05-31 11:19:51,4095.0
2024-05-31 11:20:08,4095.0
2024-05-31 11:20:22,4095.0
2024-05-31 11:20:38,4095.0
2024-05-31 11:20:55,4095.0
2024-05-31 11:21:09,4095.0
2024-05-31 11:21:26,4095.0
2024-05-31 11:21:40,4095.0
2024-05-31 11:22:02,4095.0
2024-05-31 11:22:12,4095.0
2024-05-31 11:22:28,4095.0
2024-05-31 11:22:45,4095.0
2024-05-31 11:22:59,4095.0
2024-05-31 11:23:14,4095.0
2024-05-31 11:23:30,4095.0
2024-05-31 11:23:46,4095.0
2024-05-31 11:24:02,4095.0
2024-05-31 11:24:32,4095.0
2024-05-31 11:24:35,4095.0
2024-05-31 11:24:49,4095.0
2024-05-31 11:25:09,4095.0
2024-05-31 11:25:21,4095.0
2024-05-31 11:25:41,4095.0
2024-05-31 11:26:08,4095.0
2024-05-31 11:26:13,4095.0
2024-05-31 11:26:47,4095.0
2024-05-31 11:26:59,4095.0
2024-05-31 11:27:19,4095.0
2024-05-31 11:27:31,4095.0
2024-05-31 11:27:46,4095.0
2024-05-31 11:28:02,4095.0
2024-05-31 11:28:19,4095.0
2024-05-31 11:28:34,4095.0
2024-05-31 11:28:54,4095.0
2024-05-31 11:29:05,4095.0
2024-05-31 11:29:20,4095.0
2024-05-31 11:29:43,4095.0
2024-05-31 11:29:56,4095.0
2024-05-31 11:30:12,4095.0
2024-05-31 11:30:26,4095.0
2024-05-31 11:30:39,4095.0
2024-05-31 11:30:58,4095.0
2024-05-31 11:31:09,4095.0
2024-05-31 11:31:28,4095.0
2024-05-31 11:31:41,4095.0
2024-05-31 11:31:58,4095.0
2024-05-31 11:32:28,4095.0
2024-05-31 11:32:44,4095.0
2024-05-31 11:33:01,4095.0
2024-05-31 11:33:15,4095.0
2024-05-31 11:33:31,4095.0
2024-05-31 11:33:47,4095.0
2024-05-31 11:34:03,4095.0
2024-05-31 11:34:18,4095.0
2024-05-31 11:34:51,4095.0
2024-05-31 11:35:06,4095.0
2024-05-31 11:35:24,4095.0
2024-05-31 11:35:39,4095.0
2024-05-31 11:35:59,4095.0
2024-05-31 11:36:30,4095.0
2024-05-31 11:36:30,4095.0
2024-05-31 11:36:44,4095.0
2024-05-31 11:36:57,4095.0
2024-05-31 11:38:39,4095.0
2024-05-31 11:38:49,4095.0
