2024-05-29 00:39:13,18.5,61.4
2024-05-29 00:39:17,18.5,61.4
2024-05-29 00:39:33,18.5,61.4
2024-05-29 00:39:48,18.5,61.4
2024-05-29 00:40:04,18.4,61.4
2024-05-29 00:40:19,18.4,61.4
2024-05-29 00:40:35,18.5,61.4
2024-05-29 00:40:50,18.5,61.4
2024-05-29 00:41:05,18.4,61.6
2024-05-29 00:41:06,18.4,61.6
2024-05-29 00:41:21,18.4,61.6
2024-05-29 00:41:37,18.4,61.6
2024-05-29 00:41:52,18.4,61.6
2024-05-29 00:42:08,18.4,61.6
2024-05-29 00:42:23,18.4,61.6
2024-05-29 00:42:39,18.4,61.8
2024-05-29 00:42:54,18.4,61.8
2024-05-29 00:43:10,18.4,61.9
2024-05-29 00:43:25,18.4,61.9
2024-05-29 00:43:41,18.4,61.8
2024-05-29 00:44:52,18.4,61.7
2024-05-29 00:44:58,18.4,61.7
2024-05-29 00:45:14,18.4,61.7
2024-05-29 00:45:30,18.4,61.7
2024-05-29 00:45:45,18.4,61.5
2024-05-29 00:46:01,18.4,61.5
2024-05-29 00:46:16,18.4,61.5
2024-05-29 00:46:32,18.4,61.5
2024-05-29 00:46:47,18.4,61.5
2024-05-29 00:47:03,18.4,61.5
2024-05-29 00:47:19,18.4,61.4
2024-05-29 00:47:34,18.4,61.4
2024-05-29 00:47:50,18.4,61.6
2024-05-29 00:48:06,18.4,61.6
2024-05-29 00:48:25,18.4,61.7
2024-05-29 00:48:36,18.4,61.7
2024-05-29 00:48:37,18.4,61.7
2024-05-29 00:48:49,18.4,61.6
2024-05-29 00:48:52,18.4,61.6
2024-05-29 00:49:07,18.4,61.6
2024-05-29 00:49:24,18.4,61.6
2024-05-29 00:49:39,18.4,61.6
2024-05-29 00:49:54,18.4,61.7
2024-05-29 00:50:10,18.4,61.7
2024-05-29 00:50:26,18.5,61.5
2024-05-29 00:50:42,18.5,61.5
2024-05-29 00:50:57,18.5,61.6
2024-05-29 00:51:13,18.4,61.5
2024-05-29 00:51:28,18.4,61.5
2024-05-29 00:51:44,18.4,61.5
2024-05-29 00:51:59,18.4,61.5
2024-05-29 00:52:14,18.4,61.5
2024-05-29 00:52:30,18.5,61.4
2024-05-29 00:52:46,18.5,61.7
2024-05-29 00:53:00,18.5,61.7
2024-05-29 00:53:01,18.5,61.7
2024-05-29 00:53:16,18.5,61.4
2024-05-29 00:53:32,18.5,61.4
2024-05-29 00:53:47,18.4,61.5
2024-05-29 00:54:03,18.4,61.5
2024-05-29 00:54:44,18.5,61.5
2024-05-29 00:54:50,18.5,61.4
2024-05-29 00:54:52,18.5,61.4
2024-05-29 00:55:05,18.5,61.4
2024-05-29 00:55:21,18.5,61.4
2024-05-29 00:55:37,18.5,61.4
2024-05-29 00:55:52,18.5,61.3
2024-05-29 00:56:08,18.5,61.3
2024-05-29 00:56:24,18.5,61.6
2024-05-29 00:56:39,18.5,61.6
2024-05-29 00:56:55,18.5,61.4
2024-05-29 00:57:11,18.5,61.4
2024-05-29 00:58:09,18.6,61.3
2024-05-29 00:58:21,18.6,61.3
2024-05-29 00:58:24,18.6,61.3
2024-05-29 00:58:40,18.6,61.4
2024-05-29 00:58:56,18.6,61.4
2024-05-29 00:59:12,18.6,61.4
